772,Alicia,Tarvin,"69 Ryker Rd","FINLAY VALE",Australia
773,Miguel,Pendelton,"1138 Union Lane",Durban,"South Africa"
774,Richard,Castanon,"Stationsweg 98",Budel-Dorplein,Netherlands
775,James,Mazzola,"57 Rue de la Pompe",MARCQ-EN-BAROEUL,France
776,Deborah,Cuellar,"Colijnstraat 102",Meppel,Netherlands
777,Arturo,Williams,"Storkower Strasse 96",Helferskirchen,Germany
778,Sam,Villanueva,"3 Little Myers Street",PLUMPTON,Australia
779,Paul,Kucharski,"1587 Cheriton Dr",Umzinto,"South Africa"
780,Patrick,Kidd,"Cartagena 12",Calasparra,Spain
781,Charles,Bailey,"36 Avenue De Marlioz",ANTONY,France
782,Richard,Seaton,"Skovvej 54","København V",Denmark
783,Adrianne,Fisher,"2250 Coleman Avenue","Palm Springs","United States"
784,Luther,Gonzalez,"1874 Dickens St","Kempton Park","South Africa"
785,Roslyn,Jones,"Erzsébet krt. 90.",Dinnyés,Hungary
786,Ricardo,Mitchell,"Jabloňová 747","Hrochuv Týnec","Czech Republic"
787,Linda,Waldon,"1914 Bellwood Acres Rd",Huntsville,Canada
788,Stephanie,Cheatwood,"Holzstrasse 98",SALLA,Austria
789,Jamie,Smith,"Πλ. Καραισκάκη 97",ΚΟΚΚΙΝΟΤΡΙΜΙΘΙΑ,"Cyprus (Greek)"
790,Melissa,Medina,"90 Chapman Avenue",WOODFORD,Australia
791,Elizabeth,Smith,"Bjarg Dalbraut 87",Búðardalur,Iceland
792,Norman,Myricks,"Družstevní 510",Zbiroh,"Czech Republic"
793,Lynn,Bogue,"Nytorpsvägen 46",LEKERYD,Sweden
794,John,Uselton,"50 Pipeclay Road",CROSSLANDS,Australia
795,Johnny,Brady,"Postbox 26",Kangilinnguit,Greenland
796,Michael,Taylor,"29 Faubourg Saint Honoré",PARIS,France
797,Joseph,Jones,"Via Sedile di Porto 96","Masera' Di Padova",Italy
798,Richard,Lapointe,"Rautatienkatu 29",SOTKAMO,Finland
799,Susan,McWhorter,"Via Lagrange 113",Mugnano,Italy
800,June,Garner,"Ν. Νικοδήμου 33","ΑΠΟΣΤΟΛΟΣ ΑΝ∆ΡΕΑΣ","Cyprus (Greek)"
801,Robert,Martin,"3570 Tycos Dr",Toronto,Canada
802,Eugene,Weiner,"Route de Baschamps 371",Bande,Belgium
803,Kattie,Frampton,"Bygmestervej 39","København V",Denmark
804,Eric,Burns,"Hans-Grade-Allee 45",Wanderup,Germany
805,Caroline,Neumann,"Parmova 68",Luče,Slovenia
806,Andrew,Walton,"89 Main Rd",FORD,"United Kingdom"
807,Cora,Parris,"Øvre Askerhagen 32",ASKER,Norway
808,Maureen,Nehls,"33 place Stanislas",NANTERRE,France
809,Joshua,Page,"571 Shinn Avenue",Pittsburgh,"United States"
810,Catherine,Miles,"566 Tait St",Rustenburg,"South Africa"
811,Jimmy,Reed,"Lavalleja 7138","San Rafael - El Placer",Uruguay
812,Alan,Torres,"Jan Hendrikxstraat 54",Best,Netherlands
813,Carolyn,Wolfe,"Rua Vale Formoso 106",Faro,Portugal
814,Virginia,West,"Suðurgata 90",Sauðarkrókur,Iceland
815,Pamela,Vargas,"785 Wright Court",Seattle,"United States"
816,Jennifer,Fountain,"Hegyalja út 44.",Kovácsvágás,Hungary
817,Harold,Hunter,"155 Kleisthenous Street",Vasiliko,"Cyprus (Anglicized)"
818,Erica,Brewer,"Corso Novara 24",Loceri,Italy
819,Viva,Hill,"Kirchstrasse 42","La Sagne",Switzerland
820,Latonya,Gonzales,"ul. Krucza 72",Białystok,Poland
821,Natasha,Vogt,"ul. Turniejowa 74",Będzin,Poland
822,Samuel,Shue,"59 Epimenidou Street",Limassol,"Cyprus (Anglicized)"
823,Mark,Jones,"Μυκόνου 2","ΜΕΣΑ ΓΕΙΤΟΝΙΑ","Cyprus (Greek)"
824,Dennis,Hoch,"Aasa 22",Lusti,Estonia
825,Agnes,Soo,"Ahlströminkatu 98",JOENSUU,Finland
826,Peter,Aguirre,"Pardubská 851",Slušovice,"Czech Republic"
827,Charlotte,Kimbrough,"Tihniku 48",Tuti,Estonia
828,Janell,Samuels,"54 rue du Général Ailleret","LES ABYMES",France
829,Edward,Perl,"Lukiokatu 51",HÄMEENLINNA,Finland
830,Nathan,Pickney,"Kurfuerstendamm 59",München,Germany
831,Leland,Hamilton,"33 Sale-Heyfield Road",MOYARRA,Australia
832,Jesus,Klein,"Rua Sempre Viva 801",Queimados,Brazil
833,Wiley,King,"ul. Szaniawskiego Junoszy Klemensa 59",Kraków,Poland
834,Brandy,Hoang,"R Padre João A L Ribeiro 37","Cabanas de Viriato",Portugal
835,Donald,Bowlin,"85 George Street",TANBAR,Australia
836,Helena,Staggers,"Alte Poststrasse 7",HAID,Austria
837,Kecia,Becker,"C/ Cañada del Rosal 86","San Juan del Puerto",Spain
838,William,Williams,"ul. Daszyńskiego Ignacego 139",Wrocław,Poland
839,Russell,Vargas,"C/ Cuevas de Ambrosio 35","Castillo de Locubín",Spain
840,Myrtle,Murchison,"Turjaška 112",Podvelka,Slovenia
841,Lynne,Stiltner,"Kårehaugen 67",STORD,Norway
842,Steven,Costello,"20 Edward Bennett Drive",ENFIELD,Australia
843,Angie,Horsley,"3 Park End St",BROOM,"United Kingdom"
844,Robert,Church,"Obránců míru 1793","Kostelec nad Orlicí","Czech Republic"
845,David,Glover,"52 Rue St Ferréol",MEUDON,France
846,Myrna,Russell,"Parmova 27","Marjeta na Dravskem polju",Slovenia
847,Walter,Mobley,"245 Iles Road",Koutu,"New Zealand"
848,Ivonne,Wheeler,"460 Bayfield St","Richmond Hill",Canada
849,Steven,Novak,"Tylova 448","Karlovy Vary 1","Czech Republic"
850,Dennis,Ellis,"Fjøsmestervegen 245",TRONDHEIM,Norway
851,Doyle,Hale,"Skole Allé 86","København K",Denmark
852,Lon,Murphy,"Främsteby Karlsborg 78",FURULUND,Sweden
853,Doug,Tierney,"Slotsgade 99",Egernsund,Denmark
854,Julia,Wieland,"Aqqusinersuaq 170",Sisimiut,Greenland
855,Clyde,Taylor,"Paysandu 6668",Tala,Uruguay
856,Jimmy,McDonald,"206 Rus St",Paarl,"South Africa"
857,Laura,Gregory,"ul. Murarska 32",Łódź,Poland
858,Cory,Carpenter,"Place Léopold 171",Hensies,Belgium
859,Jason,Edgerton,"Apor Péter u. 74.",Nagykörû,Hungary
860,Mattie,Ellis,"57 Warren St","WEST HOLME","United Kingdom"
861,Stephen,Smith,"1426 Marconi St","Odin Park","South Africa"
862,Marcos,Purifoy,"Zistelweg 91",UNTERKILLING,Austria
863,Bryan,Goodwin,"Postbox 189","Constable Pynt",Greenland
864,Kathleen,Martinez,"739 Bath Rd",Phoenix,"South Africa"
865,Anthony,Delagarza,"66 Inglewood Court",VAUGHAN,Australia
866,April,Jones,"Tavcarjeva 110","Šmartno ob Dreti",Slovenia
867,Guadalupe,Saito,"Sævar 6",Húsavík,Iceland
868,Geraldine,Barr,"ul. Karbowa 114",Katowice,Poland
869,Krista,Pressley,"Kolde puiestee 45",Tallinn,Estonia
870,Lionel,Zimmerman,"497 Sycamore Lake Road",Algoma,"United States"
871,Ruth,Mapp,"1673 Kamp St","Cape Town","South Africa"
872,Kevin,Moore,"Dunajska 107",Trbonje,Slovenia
873,Jason,Noyes,"Estrada do Sabara 1647",Petrópolis,Brazil
874,Janice,Simmons,"139 Rue de Makthar",Bahra,Tunisia
875,Matthew,Sargent,"Door Van dijckstraat 197",Lens-Saint-Servais,Belgium
876,Derick,Adolph,"Tompa u. 87.",Vámospércs,Hungary
877,Herman,Ketner,"Avenida Paris 81","Casal Amaro",Portugal
878,Jose,Whitehead,"Graben 97",OBERSCHÖCKL,Austria
879,Fernando,Baldwin,"ul. Kolarska 2",Wrocław,Poland
880,Mary,Petersen,"Rua Capitão Henrique Galvão 7",Bobadela,Portugal
881,Sarah,Blanchard,"10 Haslemere Road",ECCLESFIELD,"United Kingdom"
882,Susana,Davis,"Apor Péter u. 73.",Jászjákóhalma,Hungary
883,Mellisa,Norfleet,"70 Byron Street",Maryhill,"New Zealand"
884,Pamela,Boyd,"Præstevænget 14","København V",Denmark
885,Darin,Collins,"Rua Mouco 117",Cascais,Portugal
886,John,Lewis,"Garðavegur 33",Reykjavík,Iceland
887,Mary,Parker,"Kaarikatu 61",KAJAANI,Finland
888,Alexandra,Sands,"37 Wern Ddu Lane",LUDGERSHALL,"United Kingdom"
889,Catherine,Kelly,"Τρικάλων 13",ΛΕΥΚΩΣΙΑ,"Cyprus (Greek)"
890,Tommy,Buck,"ul. Rynek Jeżycki 125",Poznań,Poland
891,Jeremy,Troup,"P.O. Box 221","Station Nord",Greenland
892,Nathaniel,Miller,"Dunajska 27",Teharje,Slovenia
893,Emma,Stang,"Tylova 1473","Brezová nad Svitavou","Czech Republic"
894,Elizabeth,Lemmon,"293 Amos St",Skilpadfontein,"South Africa"
895,George,Walker,"Benjamin Brittenstraat 143",Zaandijk,Netherlands
896,Mary,Byrge,"173 Bezuidenhout St","Piet Retief","South Africa"
897,Kevin,Hanson,"Enxertos 35","Castillejo de Martín Viejo",Spain
898,Greg,Phifer,"R Cid Tomar 17","Casal do Marco",Portugal
899,Jordan,Adkins,"Wesselényi u. 75.",Pusztacsalád,Hungary
900,Amalia,Pierson,"2165 Langley St",Uniondale,"South Africa"
901,Angelica,Ebron,"550 184th Street",Edmonton,Canada
902,John,Marshall,"Larrañaga 8708","Las Toscas",Uruguay
903,Melissa,Bernal,"Nad Tratí 1611","Decín 2","Czech Republic"
904,Lisa,Martinez,"ul. Iwaszkiewicza Jarosława 115",Olsztyn,Poland
905,Gerald,Mitchell,"2239 Diesel Street",Krugersdorp,"South Africa"
906,Virgina,Herbert,"4686 Hastings Street",Vancouver,Canada
907,Kenneth,Connor,"ul. Sienkiewicza 82","Czarna Białostocka",Poland
908,Cathy,Elliott,"Csavargyár u. 38.",Nemespátró,Hungary
909,Kayla,Sandefur,"Otakaari 18",NAKKILA,Finland
910,Rodger,Brannan,"26 Goldfields Road",GLENCOE,Australia
911,Edna,Holmes,"Orase 14",Tallinn,Estonia
912,Alyson,Walker,"ul. Dekerta Jana 14",Rzeszów,Poland
913,Denise,Juan,"445 Rissik St",Witbank,"South Africa"
914,Edward,Montgomery,"810 Lauzon Parkway","La Salle",Canada
915,Blake,Wright,"Lucasweg 73",KANING,Austria
916,Justin,Howlett,"Skogarlond 24",Eiðar,Iceland
917,Ernestina,Rose,"Puhkepesa põik 79",Kiivera,Estonia
918,Rosendo,Colon,"Tavcarjeva 2","Šempeter pri Gorici",Slovenia
919,Kenneth,Cofield,"4730 Harvest Moon Dr",Unionville,Canada
920,Stephanie,Peoples,"63 Carlisle Street",SEYMOUR,Australia
921,Darrell,Kraft,"Tiegemberg 250",Tongerlo,Belgium
922,Naomi,Martinez,"Lukkarinmäentie 76",PORVOO,Finland
923,Alma,Bullock,"82 rue Gustave Eiffel",ROANNE,France
924,Adolph,Padgett,"Kaare 34",Õngu,Estonia
925,Leticia,White,"Qaanniviit 122",Nuussuaq,Greenland
926,Gerard,Smith,"254 A. Diakou Street",Syrianochori,"Cyprus (Anglicized)"
927,Carrie,Hackbarth,"4698 Merton Street",Toronto,Canada
928,Julie,Pederson,"Zeppelinstrasse 92","ST. MICHAEL",Austria
929,Lyle,Red,"Sveltekrogen 68","København V",Denmark
930,Lisa,Dotson,"38 Atkinson Way","THEVENARD ISLAND",Australia
931,Thomas,Cochran,"Pfaffacherweg 46",Schmidshof,Switzerland
932,Janis,Elliott,"96 Faubourg Saint Honoré",PARIS,France
933,Roy,Parsons,"89 rue Clement Marot",PERPIGNAN,France
934,Edward,Loggins,"Torikatu 20",JYVÄSKYLÄ,Finland
935,Richard,Lehmann,"Schmiedsberg 23","ST. CHRISTOPHEN",Austria
936,Guy,Baker,"240 Hazlewood Avenue",Kelburn,"New Zealand"
937,Betty,Browning,"Rua Liberdade 873","São Luís",Brazil
938,Leonard,Johnston,"Rua Coco Natal 94","São Paulo",Brazil
939,Christina,Davis,"2327 rue Principale",Rouyn,Canada
940,Donald,Mei,"21 Rue Ali Belhouane","Cite El Wifak",Tunisia
941,Jennifer,Schnieders,"ul. Belwederska 13",Warszawa,Poland
942,Anne,Rivers,"Parmova 34","Ljubno ob Savinji",Slovenia
943,Emma,Flores,"161 Eleftherias Square",Strovolos,"Cyprus (Anglicized)"
944,Don,Brenner,"Enxertos 66","El Bodón",Spain
945,Antoinette,Brock,"Roland Holstlaan 84",Veenendaal,Netherlands
946,George,Cox,"Svenskeberget 130",KRÅKERØY,Norway
947,Johnie,Black,"Rua da Felicidade 973","Montes Claros",Brazil
948,Priscilla,Eaddy,"Baross tér 89.",Galvács,Hungary
949,Amy,Garcia,"Hakulintie 17",TURKU,Finland
950,Jean,Gallagher,"81 Ane Habib Bourguiba","El Fidh",Tunisia
951,Jeremiah,Bradley,"Edeforsvägen 59",BORÅS,Sweden
952,William,Moreno,"88 Rue des pyramides",Soliman,Tunisia
953,Edith,Farthing,"P.O. Box 23",Pituffik,Greenland
954,Jesse,Black,"240 David Beattie Place",Chatswood,"New Zealand"
955,Stephanie,Ricks,"Nagytétényi út 72.",Szeged,Hungary
956,William,Mundy,"Strandgata 75",Eskifjörður,Iceland
957,Charles,Goodman,"Duinweg 27",Noordwijk,Netherlands
958,Phyllis,Yost,"R Figueiras 54",Melres,Portugal
959,Dolores,Velazquez,"Nad Tratí 1103","Decín 2","Czech Republic"
960,Joseph,Griffin,"Rua Vasco Gama 18","Pedro Miguel",Portugal
961,Alfred,Davis,"Piazza San Carlo 77",Cervatto,Italy
962,Leonor,Forand,"Via del Pontiere 26",Torino,Italy
963,Wesley,Burton,"1 Wrexham Road",FAVILLAR,"United Kingdom"
964,James,Goad,"ul. Transportowa 15",Białystok,Poland
965,Ronald,Fernandez,"Rua Vale Miguel 54",Aveiro,Portugal
966,Gertrude,Hernandez,"Trg revolucije 68",Adlešiči,Slovenia
967,Billy,Myers,"Rua 108 1673",Goiânia,Brazil
968,Jim,Blount,"Kolodvorska 74",Kozje,Slovenia
969,Harry,Francisco,"Mandemakersstraat 458",Wezeren,Belgium
970,Kathy,Welch,"Nabra 32",Tallinn,Estonia
971,Doris,Rodriguez,"St Olavs plass 159",ÅLESUND,Norway
972,George,Mickelsen,"Hegyalja út 26.",Debrecen,Hungary
973,Jerry,Vicini,"Granheimveien 103",TØNSBERG,Norway
974,Mark,Nelson,"70 Bishopthorpe Road",PENEGOES,"United Kingdom"
975,Macy,Killgore,"Piedras 5133","La Aguada - Costa Azul",Uruguay
976,John,Beckett,"4 Round Drive",BOOLAROO,Australia
977,Jeff,Fuller,"2824 Morningview Lane",Eldora,"United States"
978,Kristin,Cross,"P.O. Box 203",Aasiaat,Greenland
979,David,Edison,"45 Prodromou str",Acheritou,"Cyprus (Anglicized)"
980,Grace,Soliz,"8 Witney Way",KNOCKENKELLY,"United Kingdom"
981,Emerson,Heck,"Dózsa György út 3.",Alsózsolca,Hungary
982,Jessica,Wilbur,"102 Rue Jamil Sedki","Ain Rekoub",Tunisia
983,Cindy,Alvarado,"Egilsgata 92",Borgarnes,Iceland
984,John,Goldstein,"Yapeyu 1547","Bella Unión",Uruguay
985,Carolyn,Reese,"73 Rue D'Eljem","Cite Sidi Marouane",Tunisia
986,Rex,Holmes,"Tavcarjeva 76","Šmartno v Rožni dolini",Slovenia
987,John,Webster,"Spojovací 1707",Starec,"Czech Republic"
988,Rosa,Landry,"Postbox 77","Slædepatruljen Sirius",Greenland
989,Aubrey,Berrios,"Ólafsbraut 21",Reykholt,Iceland
990,Holly,Roach,"Avenida Visconde Valmor 58","Torres Vedras",Portugal
991,Michael,Boice,"P.O. Box 289",Ittoqqortoormiit,Greenland
992,Dwayne,Bean,"Qaanniviit 43",Nuussuaq,Greenland
993,Jason,Evans,"Smiðjustígur 50",Patreksfjörður,Iceland
994,James,Mann,"Kolde puiestee 23",Tallinn,Estonia
995,Matthew,Brewer,"Þjónustusvæði 66",Borgarfjörður,Iceland
996,Walter,Miller,"Breidamork 8",Hveragerði,Iceland
997,Tod,Edmonds,"Postbox 50",Narsarsuaq,Greenland
998,Colleen,Irvine,"ul. Sasankowa 116",Lublin,Poland
999,Victor,Burr,"Rue de Birmingham 301",Diksmuide,Belgium
1000,Roberto,Alexander,"Frederik Glads gate 181",OSLO,Norway
